oID,PID,CIDX,Poster,Gender,CDate,Cmt,CLike,Date,Time
226237450-23,226237450,23,原PO - 臺北醫學大學,f,4月28日 09:49,ㄏ ㄏ 妳 覺得 浪費 我覺得 不會 啊 要不然 填 國立的 就好 幹嘛 填 北醫 ㄏ,0,2017/4/28,09:49
226237450-24,226237450,24,臺北醫學大學,f,4月28日 15:38,嗯 看來 妳 真的 看不懂 意思 ω 了解 一下 別人的 語意 比較好 唷 還有 人外有人 天外有天 不用 自以為 很厲害 什麼的 獎學金 讀書 代表 最厲害 真的 我也 拿卷 啊 我也 書卷獎 獎學金 讀書 啊 我想 翹 翹 也不會 還問點 點名 啊 我自己 負責 夠了 真的 沒什麼了不起 學習 尊重 跟對 負責 比較重 好的 人品 好的 態度 決定 一切 現在 妳 吵架 意思 真心 覺得 妳 這樣的 態度 後會 吃虧 明白 難免 都會 翹 但是 翹 就不 要問 點名 點名 這樣 乖乖 上課 同學 也不 公平 我想 不用 解釋 妳 1920 歲 知道 b2 同學 只是 點出 事實 不用 腦羞 真的 喔 對了 妳 這樣 學姐 說話 真的是 超級 沒 禮貌 醫院 哪個 場域 工作 妳 繼續 這樣的 態度 真的 噹 死 純粹 給 建議 愛 看不看 隨 妳 繼續 當個 沒 素質 學妹 也是 妳 家 事 反正 妳的 人生 妳自己 負責 可能 妳 現在 很腦 羞 聽不進去 以後 怎樣 妳自己 囉,0,2017/4/28,15:38
226233084-1,226233084,1,臺北醫學大學,f,4月21日 12:20,男生 不是 只要有 抽 就有 宿舍 住 嗎 你們 那邊 還剩 ４ 間 空房 是嗎,0,2017/4/21,12:20
226233084-2,226233084,2,臺北醫學大學,f,4月21日 15:48,相反 一開始 拜拜 求 抽中 結果 後來 找到 外面 不錯的 租屋 然後就 改 拜拜 千萬 別讓 xdddd,0,2017/4/21,15:48
226233084-3,226233084,3,臺北醫學大學,m,4月21日 18:21,嗚嗚 嗚嗚 嗚嗚 高價 收 宿舍 床位 意者 密,0,2017/4/21,18:21
226233084-4,226233084,4,臺北醫學大學 藥學系,m,4月22日 19:08,八卦 稀奇 室友 之前 帶 女友 住 天天 打炮 上廁所 門鎖 傳來 女聲 有人 然後 後來 室友 就進去 女的 住 一個月 間斷 地上 床上 到處都 保險套 包裝,0,2017/4/22,19:08
226233084-5,226233084,5,臺北醫學大學,m,4月22日 20:38,b4 沒 喊 playone,0,2017/4/22,20:38
226233084-6,226233084,6,臺北醫學大學 藥學系,m,4月23日 15:35,b5 啊 後來 逮捕 還被 問罪,0,2017/4/23,15:35
226232309-1,226232309,1,臺北醫學大學 保健營養學系,f,4月21日 09:08,廢文 一篇,3,2017/4/21,09:08
226232309-2,226232309,2,臺北醫學大學,m,4月21日 09:54,看到 畫面 同時 一堆 臺 北 醫學 大學 莫名 好笑,7,2017/4/21,09:54
226232309-3,226232309,3,臺北醫學大學,m,4月21日 12:12,臺 北 醫學 學店,19,2017/4/21,12:12
226232309-4,226232309,4,臺北醫學大學,m,4月21日 13:15,yeah 北醫 終於 廢文,9,2017/4/21,13:15
226232309-5,226232309,5,原PO - 臺北醫學大學,m,4月21日 13:36,耶 oq,7,2017/4/21,13:36
226232309-6,226232309,6,臺北醫學大學,m,4月21日 17:51,是不是 常常 廢板 出沒,1,2017/4/21,17:51
226232309-7,226232309,7,臺北醫學大學,m,4月21日 17:53,像 成大 一樣 熱鬧 嗎 羨慕 啊,1,2017/4/21,17:53
226232309-8,226232309,8,臺北醫學大學,m,4月22日 05:33,臺 北 醫學 大學生 化學反應 速度 激情,3,2017/4/22,05:33
226232309-9,226232309,9,原PO - 臺北醫學大學,m,4月23日 06:33,b6 耶 很明顯 嗎,2,2017/4/23,06:33
226232309-10,226232309,10,原PO - 臺北醫學大學,m,4月23日 06:33,b7b8 熱鬧 熱鬧 ω,1,2017/4/23,06:33
226221030-1,226221030,1,臺北醫學大學 牙體技術學系,m,4月19日 19:54,鼻要 這樣 大家 和氣生財,2,2017/4/19,19:54
226221030-2,226221030,2,臺北醫學大學,m,4月19日 20:02,去年 今年 醫管 87 分像還 強迫 學弟妹 參加 承上啟下 兩屆 總召 現在是 室友,20,2017/4/19,20:02
226221030-3,226221030,3,一個把回應刪除的同學,o,4月20日 04:55,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2017/4/20,04:55
226221030-4,226221030,4,臺北醫學大學,f,4月20日 16:03,b2 蛤 你是 醫管 嗎 為什麼 都沒有 聽到 強迫 學弟妹 不是 不想 參加 不用 參加 嗎 到底 誰 強迫 參加,3,2017/4/20,16:03
226221030-5,226221030,5,臺北醫學大學,f,4月21日 13:52,而且 不想 參加 還要 被逼 繳錢,8,2017/4/21,13:52
226221030-6,226221030,6,臺北醫學大學,f,4月22日 18:23,之後 會不會 醫管 之夜 版,3,2017/4/22,18:23
226221030-7,226221030,7,臺北醫學大學,m,4月23日 08:24,b6 跪求,0,2017/4/23,08:24
226215427-1,226215427,1,臺北醫學大學 藥學系藥學組,f,4月18日 17:42,耶伊 頭香,1,2017/4/18,17:42
226215427-2,226215427,2,臺北醫學大學 藥學系,m,4月18日 19:57,學妹 讀到 壞掉 1003,6,2017/4/18,19:57
226215427-3,226215427,3,臺北醫學大學 藥學系藥學組,m,4月19日 03:03,學妹 加油 覺得 重修 痛苦 mediocre2,0,2017/4/19,03:03
226215427-4,226215427,4,臺北醫學大學 藥學系藥學組,m,4月19日 03:43,好像 知道 妳是 誰 xd,3,2017/4/19,03:43
226215427-5,226215427,5,臺北醫學大學 藥學系,m,4月19日 03:43,大家 加油,0,2017/4/19,03:43
226215427-6,226215427,6,臺北醫學大學,f,4月19日 10:00,現在的 學妹 怎麼 這麼 可愛 xddd,0,2017/4/19,00:00
226215427-7,226215427,7,臺北醫學大學,m,4月20日 13:19,大一 菜,0,2017/4/20,13:19
226215427-8,226215427,8,臺北醫學大學 藥學系,f,4月21日 18:28,b3 簽名 檔太明 顯然 後學 妹 我看 限時 擔心 484 瘋 ㄌ,1,2017/4/21,18:28
226215427-9,226215427,9,原PO - 臺北醫學大學 藥學系,f,4月22日 07:58,b8 不過 應該是 真 ㄉ 瘋 ㄌ 菜 逼 八 不知道 以後 怎麼辦,0,2017/4/22,07:58
226215427-10,226215427,10,臺北醫學大學 藥學系,f,4月22日 11:23,先 解決 有機 ㄅ 學姐 陪你 考 qqbyb8,1,2017/4/22,11:23
226215427-11,226215427,11,臺北醫學大學 96醫學系,m,4月29日 01:37,讀書 讀到 壞掉 50 收 踢 飛,0,2017/4/29,01:37
226186885-1,226186885,1,臺北醫學大學,f,4月14日 16:20,請問 兩坪 但是有 沙發 那個 嗎 想知道 發生 過,1,2017/4/14,16:20
226186885-2,226186885,2,臺北醫學大學,f,4月14日 16:47,為何,0,2017/4/14,16:47
226186885-3,226186885,3,臺北醫學大學 醫學系,m,4月14日 18:01,徐小姐,0,2017/4/14,18:01
226186885-4,226186885,4,臺北醫學大學,f,4月14日 18:08,想知道 之前 考慮 過,0,2017/4/14,18:08
226186885-5,226186885,5,臺北醫學大學 醫學系,m,4月15日 07:01,徐小姐 山邊 真的 不要 不要,1,2017/4/15,07:01
226186885-6,226186885,6,原PO - 臺北醫學大學,f,4月15日 10:29,b1 哈哈 超級 很不 負責任,0,2017/4/15,10:29
226186885-7,226186885,7,原PO - 臺北醫學大學,f,4月15日 10:29,b3 徐小姐 有掛 嗎 我不 是說,0,2017/4/15,10:29
226186885-8,226186885,8,臺北醫學大學,f,4月15日 11:27,這太 模糊 有沒有 舉例 啊,0,2017/4/15,11:27
226186885-9,226186885,9,臺北醫學大學  ,f,4月16日 15:08,一個,0,2017/4/16,15:08
226133162-1,226133162,1,臺北醫學大學,m,4月7日 15:01,這就是 為什麼 北醫 要創 食安 系 的原因,22,2017/4/7,15:01
226133162-2,226133162,2,臺北醫學大學,f,4月7日 15:45,衛生 我覺得 所有 外食 店 一樣 糟 xddd 反而是 老闆 態度 真的 有夠 差,7,2017/4/7,15:45
226133162-3,226133162,3,臺北醫學大學,f,4月7日 15:57,看看 食物中毒 定義 喔 記得 兩個人 同時 地點 吃到 一樣的 東西 發生 相似 反應 基本上 就是 食物中毒 喔,0,2017/4/7,15:57
226133162-4,226133162,4,臺北醫學大學,m,4月7日 17:31,是不是 點 原味 牛,0,2017/4/7,17:31
226133162-5,226133162,5,臺北醫學大學,m,4月8日 02:15,吃 幾次 沒問題 不過 旁邊 那個 10 元 壽司 倒是 吃到 拉肚子,1,2017/4/8,02:15
226133162-6,226133162,6,臺北醫學大學,f,4月8日 05:38,b2 無限 贊同 服務態度 真的 不是 很好 我也 認為 學校 附近 不少 店舖 衛生 有待 改進 原 po 肚肚 辛苦 拍拍,4,2017/4/8,05:38
226133162-7,226133162,7,臺北醫學大學 護理學系,f,4月8日 10:14,我覺得 裏 員工 可憐 動不動 老闆 嚷嚷 著要 扣錢 qq,0,2017/4/8,10:14
226133162-8,226133162,8,臺北醫學大學,f,4月8日 12:59,同學 吃 必拉,1,2017/4/8,12:59
226133162-9,226133162,9,臺北醫學大學,m,4月9日 01:51,吃 必拉 1 好像是 豚骨 啥毀 高湯 真的 油,0,2017/4/9,01:51
226133162-10,226133162,10,臺北醫學大學 牙醫學系,m,4月13日 00:28,吃了 一百次 沒 印象 拉過 xd 可能 真的 鐵胃 ㄌ,0,2017/4/13,00:28
226133162-11,226133162,11,臺北醫學大學,m,4月27日 23:33,北醫 甘泉 我覺得 超 噁心 他的 地下室 永遠 有個 怪味 他的 湯頭 喝到 喉嚨痛 大概 喝到 第三口 就會 痛 噁心 反胃 但是 同學 吃不出來 到底是 的問題 還是,0,2017/4/27,23:33
226116100-1,226116100,1,一個把回應刪除的同學,o,4月4日 17:31,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2017/4/4,17:31
226116100-2,226116100,2,臺北醫學大學,m,4月5日 03:28,完全 沒 看到 申請 通知 怎麼 開始 抽籤,0,2017/4/5,03:28
226116100-3,226116100,3,臺北醫學大學,f,4月5日 10:27,只看到 00 不知道 多少,0,2017/4/5,10:27
226089564-1,226089564,1,臺北醫學大學,m,3月31日 10:36,在後棟 一樓 有個 印 成績單 機器 看看 喔,0,2017/3/31,10:36
226089564-2,226089564,2,臺北醫學大學 公共衛生學系,m,3月31日 11:24,前棟 3 樓有,0,2017/3/31,11:24
226089564-3,226089564,3,臺北醫學大學 保健營養學系,f,3月31日 14:49,影印店 列印 學生 資訊系 統 操行 成績 你要 交 需不需要 蓋印 章要 的話 前棟 三樓 電梯門 一開 那間,0,2017/3/31,14:49
226089564-4,226089564,4,臺北醫學大學 醫學系,f,3月31日 17:02,棟 一樓 機器 好像 印不出 操行 成績 唷 前棟 三樓 學輔 中心 找 某個 老師 申請 唷,0,2017/3/31,17:02
226089564-5,226089564,5,臺北醫學大學 藥學系,m,4月1日 04:58,上次 前棟 三樓 好像 已經 不給 申請 囉 改 電子化 的樣子 方法 b3,0,2017/4/1,04:58
226089564-6,226089564,6,原PO - 臺北醫學大學,f,4月1日 13:06,b1b2b3b4b5 謝謝你 們,1,2017/4/1,13:06
226089564-7,226089564,7,臺北醫學大學 呼吸治療學系,f,4月4日 02:22,學生 資訊系 統 列印 ㄛ 再去 學輔 中心 前棟 3f 蓋章,0,2017/4/4,02:22
226085179-1,226085179,1,臺北醫學大學 護理學系,m,3月30日 16:36,666666666,0,2017/3/30,16:36
226085179-2,226085179,2,臺北醫學大學,m,3月30日 16:42,好像 還只是 住 宿舍 喔 呵呵,0,2017/3/30,16:42
226085179-3,226085179,3,臺北醫學大學,m,3月30日 18:45,之前 新聞 報過 啊,0,2017/3/30,18:45
226085179-4,226085179,4,臺北醫學大學 藥學系,m,3月30日 21:54,綠衣 邪教 敢 嘴,5,2017/3/30,21:54
226085179-5,226085179,5,臺北醫學大學,f,3月31日 03:55,,0,2017/3/31,03:55
226085179-6,226085179,6,臺北醫學大學,f,3月31日 04:49,還是會 爆滿 啊 沒什麼 嘴,0,2017/3/31,04:49
226085179-7,226085179,7,臺北醫學大學,f,3月31日 09:51,ey,0,2017/3/31,09:51
226085179-8,226085179,8,臺北醫學大學,m,3月31日 15:10,北醫 貴族學校 不知道,1,2017/3/31,15:10
226085179-9,226085179,9,臺北醫學大學,m,3月31日 16:40,少見多怪 想來 多的,3,2017/3/31,16:40
226085179-10,226085179,10,臺北醫學大學,f,3月31日 18:11,來的 貴族 小孩 啊 請 醫師 教去 醫院 見習 醫學系 五大 六 課 其他 各種 不說 不了解 就戰 我也是 ㄏ ㄏ 戰前 多 學習 一下 了解 一下 再戰 比較好 喔 相信 應該 只有 嘴巴 vo,8,2017/3/31,18:11
226085179-11,226085179,11,臺北醫學大學,m,4月1日 11:41,那些 同學 幫 學校 賺 那麼多錢 應該 爭取 一些 權益 比較 合理 已經 不太 像 學生 社團 反而 像 企業化 營利 組織 大量 複製 營隊 商品 這樣 本質 到底是 服務性 社團 還是 服務業 我不是 批評 也許 成立 目的 就是 如此 能說 辛苦 加油,15,2017/4/1,11:41
226085179-12,226085179,12,臺北醫學大學 醫學系,m,4月1日 11:51,本來 就是 校方 bot 社團 我覺得 沒 必要 干涉 幹嘛 雖然 匪夷所思 但有 需求 才有 供給 不要 影響到 其他 學生 權益 就好,3,2017/4/1,11:51
226085179-13,226085179,13,臺北醫學大學,m,4月1日 12:20,一個 願 一個 願 挨 覺得 貴 不要 啊 唉 鳳 買不起 不會 買 0990 喔,1,2017/4/1,12:20
226085179-14,226085179,14,一個把回應刪除的同學,o,4月1日 12:23,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2017/4/1,12:23
226085179-15,226085179,15,臺北醫學大學,m,4月1日 17:21,b12 不要 影響到 其他 學生 權益 就好 麻煩 邪教 原野 社 還回來 嗎 不要 用空 教室 浪費 電燈 冷氣 最後 大家 買單 嗎 大家 學費 搞個 邪教 bot 難過,5,2017/4/1,17:21
226085179-16,226085179,16,臺北醫學大學,m,4月2日 02:53,b15 想必 了解 原本 楓杏 辦公室 做什麼 建議 了解 之後 批評 道聽塗說 來的 意識形態 我看 還是 省省,5,2017/4/2,02:53
226085179-17,226085179,17,臺北醫學大學,f,4月2日 05:20,b15 你是 認真 向學 翹課 浪費 學費 人講 這種 這麼 意義 也沒有 建設性 的話 倒不如 念點 書 拿個 書卷 或者 打工 賺 點錢 難過 旁邊 難過,3,2017/4/2,05:20
226085179-18,226085179,18,臺北醫學大學,m,4月2日 05:22,b16b17 護航 出現 ey 你們 開心 就好 喔 啾 咪 不用 扯 沒進去 不知道,3,2017/4/2,05:22
226085179-19,226085179,19,一個把回應刪除的同學,o,4月3日 14:25,已經 刪除 內容 就像 dcard 一樣 錯過 無法 相見,0,2017/4/3,14:25
226085179-20,226085179,20,臺北醫學大學,f,4月3日 14:33,覺得 沒 賺 阿 打工 輕鬆 多 錢 幹嘛 為了 ㄧ 點 電話 補助款 委屈 沒 目標 不要 這麼 勉強 呵,4,2017/4/3,14:33
226085179-21,226085179,21,臺北醫學大學,m,4月3日 15:23,b18 我是 覺得 對話 紀錄 拿出來 揭瘡疤 也沒有 高尚 楓杏 團員 說穿了 只是 學校 工具 嘴 也是 嘴 學校 想法 也是 頗 呵 團員 對話 紀錄 來說 嘴 我也是 笑笑 人家 社團 裡 活得 開開心心 乾 屁事 覺得 人家 有錢 無恥 你是 不會 一起去 喔 人家 也不 犯法 人家 也是 半個 寒暑假 都在 勞動 啊 炮 別人 很簡單 回頭 看看 對方 真的 做了 嗎 就算 做什麼 確定 妳的 砲口 對準 對的 靶子 嗎,5,2017/4/3,15:23
226085179-22,226085179,22,臺北醫學大學,m,4月4日 08:18,b18 退去 團長 講啊,3,2017/4/4,08:18
226085179-23,226085179,23,臺北醫學大學,m,4月5日 10:49,b15 原野 社 原本 打算 退出 學校 喔 現在 美食街 只是 過渡期 之後 怎麼樣 不曉得 教研 一樓 現在 拿來 弄 保健 系辦 迫使 楓杏 搬 原本 原野 地方 連 原本的 進推 搬 大安 某方面 來說 也是 損失 並不是 楓杏 硬逼 原野 喔 月經 問題 已經 幾次,4,2017/4/5,10:49
226085179-24,226085179,24,臺北醫學大學 醫務管理學系,m,4月5日 16:28,b23 講到 大安 難過 我們的 系辦 那邊 啊 qq,4,2017/4/5,16:28
226085179-25,226085179,25,臺北醫學大學 保健營養學系,f,4月7日 01:27,b23 不適 系辦 喔 食品 加工 實驗室,1,2017/4/7,01:27
226085179-26,226085179,26,臺北醫學大學,f,4月11日 06:26,b25 醫管 系辦 大安 不是 問 原本 進推變,2,2017/4/11,06:26
226085179-27,226085179,27,臺北醫學大學 保健營養學系,f,4月11日 12:47,b26 呃 但是 我是 回 b23 第四句 耶,2,2017/4/11,12:47
226074765-1,226074765,1,臺北醫學大學,m,3月29日 06:43,一家,3,2017/3/29,06:43
226074765-2,226074765,2,臺北醫學大學,f,3月29日 09:20,到底是 一家 也好 驚恐 啊,1,2017/3/29,09:20
226074765-3,226074765,3,臺北醫學大學 護理學系,f,3月29日 11:44,一家,1,2017/3/29,11:44
226074765-4,226074765,4,臺北醫學大學,m,3月29日 13:14,太 可怕 明天 趕快去 吃學 餐壓 壓驚,5,2017/3/29,13:14
226074765-5,226074765,5,原PO - 臺北醫學大學,m,3月29日 13:58,說是 一家 嗎 可是 阿婆 很好 欸 哈哈 這樣 好嗎,1,2017/3/29,13:58
226074765-6,226074765,6,臺北醫學大學,m,3月29日 14:16,怕 肚子餓 給你 補充 蛋白質,0,2017/3/29,14:16
226074765-7,226074765,7,臺北醫學大學,f,3月29日 15:07,b5 這樣 講我 就知道 一家,2,2017/3/29,15:07
226074765-8,226074765,8,臺北醫學大學,f,3月29日 16:42,b5 這樣 有人 不知道 哪家 嗎,1,2017/3/29,16:42
226074765-9,226074765,9,臺北醫學大學 護理學系,m,3月29日 17:34,當做 吃 燒酒螺 就好 別怕,0,2017/3/29,17:34
226074765-10,226074765,10,臺北醫學大學 醫學檢驗暨生物技術學系,m,3月29日 17:38,左 1 是吧,0,2017/3/29,17:38
